t_archivo,c_zero_cr,c_spectral_centroid,c_spectral_bw,c_spectral_rf,c_croma,c_norm_main_signal,c_norm_amplitude_db,c_mfcc_1,c_mfcc_2,c_mfcc_3,c_mfcc_4,c_mfcc_5,c_mfcc_6,c_mfcc_7,c_mfcc_8,c_mfcc_9,c_mfcc_10,c_mfcc_11,c_mfcc_12,c_mfcc_13,c_mfcc_14,c_mfcc_15,c_mfcc_16,c_mfcc_17,c_mfcc_18,c_mfcc_19,c_mfcc_20,c_bpm,c_auto_c,tgt
crop_022GAVILANOPALOMA.mp3,14,2251.949751,2713.140163,4635.184153,0.378364921,17785.44727,82978.45313,-146.2456665,160.679306,-33.20116806,37.65057755,-14.70558643,15.93238831,-12.85116959,5.046806812,-2.181521177,-8.118456841,-1.472440243,-1.831415296,-4.018467903,-4.781767368,3.128745794,-8.456796646,-8.582323074,-5.055501938,-1.205614805,-8.917529106,126.0480183,0.686258042,mg
crop_10Hypnotize.mp3,10,3903.504416,4082.159922,8563.442437,0.574425101,23570.43164,56146.73047,-51.13434982,112.7118759,-34.16479111,52.85604095,-8.580259323,41.40382004,-15.87384892,21.47895241,-16.51005936,19.06419945,-6.190076351,11.33648777,-7.8365345,5.09802866,-1.121470571,0.195705444,1.967809796,-0.307265908,6.163842678,-1.937081456,117.4538352,0.658490093,mg
crop_03HijoDeLaLuna.mp3,1,2466.361714,3123.498987,5289.953783,0.372826457,22216.91016,81243.66406,-123.3017349,160.0189819,-18.47942543,33.57321167,-17.33523941,18.40206337,-19.69835281,15.42834949,-8.047698021,-0.953833401,4.631825924,-3.109147787,-6.166550159,-1.190089703,-4.012712002,-5.551011562,-0.459320337,-6.722208023,-0.766138494,-2.275021315,120.1853198,0.746395131,mg
crop_10OfKaliMaCalibre.mp3,4,2644.413956,2917.492041,5337.513043,0.512837708,27036.9082,77720.55469,-69.70448303,153.127533,-51.03785324,42.24282837,-3.482727289,31.49040031,-12.33346367,18.79891968,-0.094806865,6.187184811,0.795908689,5.800176144,3.840733767,-0.36627847,2.416771173,-1.687036276,3.594842434,-3.632488966,1.123149872,-5.240945816,123.046875,0.722059777,mg
crop_09Illusiones(Illusions).mp3,10,2196.018046,2742.84824,4708.763344,0.531916618,15002.28418,64694.35156,-177.5435486,139.1581573,-34.69830322,39.03709793,5.263253212,36.5003891,5.049402237,8.789412498,7.703559399,3.098267794,16.22393036,4.534192085,7.933213234,2.157318354,10.76387691,7.551395416,7.984638214,4.590605259,2.57599473,0.644852042,178.205819,0.470062118,mg
crop_12LightMyWay.mp3,0,3366.514659,3739.969424,7552.596031,0.43630448,28629.32617,71816.89844,-61.15259552,129.8516998,-30.21256065,50.29314041,-10.48807049,39.23068237,-16.66153526,20.88102531,-9.327129364,13.22263241,-3.377628088,8.097252846,-2.843096495,3.340578318,0.122163191,-4.038696766,3.449503899,0.273335546,6.443351269,-2.882315636,161.4990234,0.60002398,mg
crop_02Helvetios.mp3,12,3218.473603,3458.005072,6668.040596,0.517295361,35906.05859,67053.85156,-11.33069324,136.733139,-49.92655563,52.60409927,-17.94395447,30.0749855,-16.7365303,22.86906815,-12.20192432,16.26496124,-1.673597097,8.007452965,1.374723554,5.256881237,4.48193264,-0.298168808,4.775453568,-3.029369354,6.154888153,-5.249510765,109.9567819,0.733034044,mg
crop_05LaCostaDelSilencio.mp3,4,3092.429753,3251.308661,6575.587865,0.454697639,19616.02734,80007.73438,-87.0446701,139.2742615,-45.55874634,58.97330093,-17.00559998,29.01505089,-11.51620102,19.54154778,-4.307668209,4.175670624,-0.603328645,5.722072124,-0.923759341,-0.573444724,3.276517391,-3.165194273,2.560836554,-6.322257519,3.031322002,-5.261501312,132.5120192,0.705877301,mg
crop_13PrincesOfTheUniverse.mp3,8,3061.055613,3049.816335,5982.812216,0.432892025,17195.69922,67705.69531,-88.68981171,141.5038147,-61.57335663,41.32872009,-13.24449921,22.50012589,-19.13140488,17.55986595,-1.823670149,6.815088749,-3.201173782,6.70386076,-1.194268942,-1.897558331,6.368024349,-3.917582273,1.93738091,-1.647669554,4.581904888,-2.420327902,129.1992188,0.794352069,mg
crop_09Minimalsua.mp3,4,4651.251229,4156.368755,9545.653011,0.552082539,34494.95703,66218.70313,-54.320961,94.42424011,-28.99136162,41.12374115,-36.78167725,29.54781532,-18.12919044,18.07684135,-15.08480072,11.00809574,-5.819965839,7.644461155,-1.024001956,7.381063461,5.883875847,3.964280605,8.599290848,3.175064087,4.980197906,-5.691383362,147.65625,0.365206498,mg
crop_08TheOcean.mp3,8,3206.363266,3491.143622,6455.225945,0.466309667,14828.78906,88236.36719,-142.9799957,132.4411316,-46.51721191,32.81969452,-12.72605705,28.53375435,-12.45712566,24.3716507,-12.27998161,12.88195324,0.435243696,11.3161974,-0.73146683,4.685661793,-0.61470896,-4.445698261,3.396024704,-1.24936223,2.699568987,-10.16847706,126.0480183,0.643076752,mg
crop_03BlackBetty.mp3,6,2763.789595,2783.566778,5342.738181,0.595961332,21368.3125,64489.94922,-79.16158295,140.6821136,-63.60643387,60.7500267,4.148215771,30.07655716,-1.807056427,14.7001667,0.578024626,11.02448273,3.074148178,8.647395134,3.345699072,2.166052103,3.165370941,-1.813278556,2.532102346,-3.612418413,3.487966776,-4.472217083,123.046875,0.520364669,mg
crop_06SetItOff.mp3,7,3391.270207,3670.336036,7455.663811,0.488229424,27740.51953,75115.375,-69.03812408,129.8016205,-33.24410629,49.91334152,-10.94548798,34.44375992,-16.42989731,21.20009232,-9.052988052,14.98901939,-4.101540565,7.790079117,-4.220922947,3.885647058,-2.599375963,-4.600234985,2.67978549,-1.354525208,6.17181015,-2.895119667,172.265625,0.603318051,mg
crop_031stQuality.mp3,11,3677.934136,3813.182013,8067.743235,0.566049337,26998.94141,74369.89063,-65.44139099,130.4706268,-36.16477203,38.00735474,-24.8664341,35.69492722,-13.82670593,20.93577194,-8.983546257,16.52021408,-4.682491302,12.77906895,-0.45570159,5.015069962,4.467625141,0.042300057,5.081844807,-1.760231256,8.222286224,-2.927134752,143.5546875,0.429312205,mg
crop_07People.mp3,38,4387.18687,4069.178078,9183.862705,0.541006863,29315.60156,71449.57813,-33.73923111,113.6117935,-39.79026413,44.97892761,-34.75078583,36.10343933,-20.72451019,22.41375923,-13.36519241,16.78505707,-7.343361855,9.506418228,-1.9651016,4.547253132,1.536928892,-2.049555779,5.025267601,-3.572198629,6.790522099,-4.73216629,97.50884434,0.377426891,mg
crop_CalvinHarrisSummer(Audio).mp3,14,3165.209465,3438.925153,6647.261919,0.463144779,25449.63867,65963.30469,-65.99121857,133.9371796,-34.98737335,38.97423172,-19.16129875,23.95783997,-13.11892223,13.46822357,-11.06604385,9.537577629,-8.591357231,7.398026466,-7.029047966,5.691549778,-5.611256123,0.363471687,-3.626740932,0.090583675,-0.73843348,0.174010023,129.1992188,0.591078778,mg
crop_081ENCARNEVIVA.mp3,3,1718.288807,1991.146099,3240.881326,0.409184873,15613.92871,94788.33594,-218.2747803,174.477417,-30.47882462,23.77035713,12.03466129,13.99112225,-5.182317734,3.258684158,7.07436657,-1.938151002,-8.684257507,-2.057543993,-3.001446962,-4.524123669,5.75167942,-0.90384531,-4.37014246,-4.620645523,-4.613634586,-4.3511343,156.6051136,0.571335182,mg
crop_12ElCorridoAzul.mp3,0,3025.664894,3207.340965,6341.771296,0.528737426,21159.13086,60971.23438,-115.4924774,129.776062,-34.21063232,51.70446396,-5.972390652,26.74786186,-6.411845684,9.169281006,-3.770944357,6.390557289,-2.169823885,0.76995492,-2.891807079,-0.433500588,-1.064139009,-3.875366211,0.390066892,-2.916288137,1.923635721,-3.878703833,151.9990809,0.334492967,mg
crop_002LaCumbiaCachonda-LaNuevaOrquestaSonidera.mp3,12,4835.324276,4401.496053,10132.48457,0.480249763,26344.20703,83839.21094,-102.6507492,112.5402985,-23.58886909,70.9788208,-21.93513107,40.92036438,-25.9808712,24.44234848,-12.70226479,3.617558002,0.136159867,-5.047050953,12.69948483,-7.831374168,19.27721977,-8.829144478,10.33299828,-6.339920521,5.061858177,0.507377803,98.68421053,0.367425121,mg
crop_087LALADRONA.mp3,6,2862.629282,3274.789349,6057.527566,0.430417091,9343.848633,63058.85547,-161.6890411,141.1287231,-33.59410477,41.45527267,-17.05002022,26.41300774,-10.35903358,15.79638767,-3.671683311,8.249581337,-3.98530221,7.172482491,1.079270959,2.092272997,2.873265028,-4.253847599,2.952468157,-4.459176064,6.505745888,-6.468999386,95.703125,0.535486634,mg
crop_08-AnyColourYouLike.mp3,1,1676.776501,2080.418134,3155.180797,0.48375994,13755.99023,78880.86719,-159.716217,191.2593689,-45.52302551,26.03332138,5.142185688,25.29815865,3.399401665,1.710413218,5.073003292,2.838994741,3.191120148,2.070155859,4.470593929,1.089199781,-1.875451684,0.242540851,0.571125269,0.161755085,-1.299621463,-2.088547945,151.9990809,0.641969436,mg
crop_004ALGODEMI.mp3,0,2138.794317,2555.368239,4315.054284,0.421134621,22838.04883,81065.02344,-134.0718231,161.5463562,-44.7645607,42.55735016,7.78745985,17.83304405,-2.109969616,13.63540936,0.063484989,2.563959837,1.152118802,4.091197968,-0.479723632,-0.304834664,5.7517519,-4.9147439,0.139621392,0.281052262,0.627320468,-5.564797878,151.9990809,0.694986219,mg
crop_048NODEJESQUE.._.mp3,1,3312.736274,3657.830593,7298.354576,0.418201357,20960.61914,74680.6875,-70.64022064,137.368042,-30.86658859,49.11828995,-20.93671608,25.15870667,-20.10315323,13.98799801,-13.43009758,8.247667313,-8.992238045,3.514674425,-5.229482651,3.332234383,0.863414824,-1.926884055,-3.089992285,-4.375977516,0.398815513,-6.06182003,132.5120192,0.555642464,mg
crop_03IntheAbsenceoftheSacred.mp3,10,3148.250798,3025.560635,6489.901838,0.641378224,28455.35742,79859.67969,-56.98955917,142.5896912,-64.70552826,71.95674896,-18.61301994,28.51984596,-10.76238441,14.42908859,11.34707355,1.73987484,14.44229031,-2.751774311,7.57880497,-6.784748554,6.548330307,-5.630819798,2.537956953,1.206520319,-2.848425388,-0.209151447,117.4538352,0.635303025,mg
crop_areyouexperienced_.mp3,1,2183.878187,2620.625818,4446.816849,0.424480945,13908.50781,93847.61719,-172.8620605,161.451004,-40.59326172,45.95892715,-4.242991447,27.00443649,-5.379164219,5.753824711,0.222960442,4.701094627,3.819909811,3.465558767,8.151453018,-4.405610561,-3.28243804,-8.534081459,-0.600517035,2.724945545,6.656346798,-2.057650089,112.3471467,0.794730536,mg
crop_02-Dogs.mp3,4,1922.500083,2478.180845,3661.147556,0.3853634,9240.466797,103254.9688,-215.7844543,171.6411285,-29.41725922,27.60973549,-4.81382513,20.66531372,-3.271098614,3.577417612,-1.957126141,-0.899037719,1.251931429,3.775399208,6.484201908,4.033815384,2.820328712,-2.035658598,-1.287436366,-2.485176086,-2.504094601,-6.283979416,112.3471467,0.667435523,mg
crop_01HammerSmashedFace.mp3,9,3809.294282,3241.494051,7058.191356,0.623051882,13368.93262,78959.89844,-116.5604935,103.7053299,-71.66195679,73.48907471,4.101515293,35.86640549,-5.12844038,27.02101707,-6.904770374,12.17492867,-3.26076889,-2.978625059,5.273462296,0.510887027,4.230283737,-9.529161453,-2.207181692,-9.224559784,1.219160795,-6.48941946,123.046875,0.696020813,mg
crop_035SITUTEVAS.mp3,10,3149.520867,3425.1177,6658.524282,0.372242451,16869.9668,61224.14453,-118.2294083,129.1181335,-29.96197701,43.93288422,-9.185508728,23.08379173,-15.25627232,11.34475994,-8.071730614,1.391399264,-5.75936079,5.206431389,-5.847526073,-4.910099506,-2.151429415,-8.219536781,-7.105043411,-0.867371976,-5.24443531,-5.068580627,139.6748311,0.62837747,mg
crop_093AMORCOLEGIAL-grupolostepoz.mp3,7,3886.143674,3484.039566,7810.517179,0.428205222,18025.625,85723.10938,-138.8847961,128.0975342,-49.42448425,70.67985535,-25.24640274,31.62831306,-8.022896767,13.84430408,5.498157501,-7.71935606,5.078448296,-16.36363602,6.061882019,-8.595785141,5.558955193,-3.842645168,-3.2836411,-4.190729618,-9.730126381,0.521205664,95.33898305,0.531375168,mg
crop_03ACityInFlorida.mp3,15,4169.317827,4248.629967,9185.55143,0.708693981,30578.3418,67633.21875,-109.0030823,83.102211,-27.0295105,55.6048584,-17.51366997,38.53076935,-5.109371662,28.12984657,-6.690937042,23.503582,2.36954546,14.14965057,0.196784183,5.825701237,4.201136589,3.998887777,9.231349945,2.663135767,8.962173462,-2.344837904,129.1992188,0.28002193,mg
crop_Galantis-NoMoney.mp3,14,3145.162047,2983.105164,6207.396962,0.436684459,17232.6543,63546.88281,-139.8242645,117.3136826,-37.19165802,43.11603546,-17.78196144,21.04933167,-12.46339417,8.883323669,-12.62916088,2.761860371,-1.465363383,-3.858783722,0.002638121,-6.149746895,0.368183464,-3.875108719,0.951138794,-4.68765831,3.140307665,-5.528512955,126.0480183,0.531247059,mg
crop_Anything.mp3,4,2190.981636,2829.321893,4714.023396,0.489943981,23634.30273,83215.45313,-112.3131561,162.6917572,-28.74998474,54.15798187,-0.381391168,25.35334206,-9.189943314,10.51887417,-8.948684692,3.254520655,3.845915079,5.081101894,0.397097915,0.281337678,-1.953832746,-2.559176922,-1.781341434,-2.477367401,3.953825712,-6.271846771,129.1992188,0.579677119,mg
crop_059MISSENTIMIENTOS-losangelesazulesft.ximenasariñana.mp3,2,4075.02399,4418.345912,9642.96631,0.446437389,23174.98828,71468.375,-120.8576965,128.166214,-11.30349541,56.49208832,-28.09133911,41.59141159,-20.69981003,20.73835182,-9.174571037,5.405928612,4.43259716,-3.840125799,7.341310978,-9.55064106,11.8804388,-8.987410545,8.797533989,-8.431535721,3.707710743,-0.769538939,93.75,0.507120203,mg
crop_061sweetdreams-alanwalker-ft.imanbek.mp3,16,3657.340575,3997.718565,8136.483046,0.549804389,25064.21875,33133.33984,-38.70342255,119.593071,-26.72568893,56.40563202,-17.17345047,28.83648109,-6.839053154,13.39573574,-0.854944527,1.015337586,2.603228807,-0.635822833,5.297674179,-1.330759287,8.879628181,0.923527777,6.653485775,2.756495714,5.148897171,0.914410055,125.0,0.394394477,mg
crop_05LaPiletaDeVino.mp3,8,4050.235233,3339.511757,8035.104436,0.501622558,13969.97949,94118.16406,-144.9182587,112.6573105,-64.78468323,83.5599823,-26.1252327,47.73310852,-7.28094101,7.969960213,8.098591805,-6.981138706,13.74739552,-12.4302969,11.73253822,-6.918068409,12.05606556,1.728900313,-0.426757813,3.830542564,-6.275579929,2.110267162,84.72079918,0.523692727,mg
crop_10YaMeDaIgual[Remasterized2001.mp3,3,3290.668334,3527.644969,7154.770397,0.436463505,18793.81055,66192.78906,-111.1440353,122.8986359,-30.55703163,42.05744553,-21.46330833,28.91153526,-11.60301208,13.7740078,-9.782783508,10.99352646,-4.663589478,5.632759571,2.142150402,4.311327457,2.346334457,-2.515035391,3.202678919,-2.096112013,3.549189568,-5.196231842,139.6748311,0.476777802,mg
crop_BeyondHerGarden.mp3,1,3055.023031,3122.037593,6351.765139,0.487142086,25971.9082,53038.0625,-103.6091766,122.1993637,-42.35471344,56.81021118,-12.83900261,28.63941574,-0.513230801,13.03707218,0.85702014,-2.295494556,8.490507126,-5.793495655,1.170484781,-7.789440155,0.981860876,-7.704107285,-0.198954001,-2.427224398,-4.361709595,-0.945065796,87.59269068,0.432983328,mg
"crop_153Boomshakalaka-DimitriVegas&LikeMikeFt.AfroBros,SebastianYatra,Camilo,Emilia.mp3",1,3405.818758,3744.457737,7502.400172,0.470653117,38429.64063,59908.92578,-80.00540924,121.1339417,-27.38877106,39.86604309,-18.63207436,27.64333916,-10.79507542,8.653331757,0.662191451,1.015135884,3.714388609,2.974160433,4.077436924,-2.122159958,5.509020329,-2.293171406,1.98999536,-3.452982903,1.015245557,-1.835787654,127.8409091,0.332575407,mg
crop_016HEY.mp3,3,3335.84681,3787.998025,7619.918535,0.449782699,16899.03711,74077.07813,-145.9475861,122.0248108,-7.331684589,51.21093369,-11.85793304,26.25475693,-14.19727135,13.81461334,-1.424867034,4.10158968,-3.07025075,6.714483738,-3.157536507,3.952147245,4.661117077,-3.390252352,1.573708057,1.017492056,1.308761239,-6.196755409,103.359375,0.715341688,mg
crop_NateDogg-Igotlove.mp3,2,2692.97722,3278.198896,5938.862869,0.427253604,22800.59961,62196.38672,-163.8062744,129.5873871,-2.368104219,25.92972565,-14.56699657,20.12033463,-13.18314743,10.61594105,-3.067145109,-0.724316478,-12.27665138,-7.622236252,-1.102330804,-8.369189262,-4.786798,-8.841086388,-3.400006056,-6.185160637,5.495396137,-0.363654613,90.66611842,0.239542176,mg
crop_LeónLarregui-ComoTú(MagicMusicBox).mp3,6,2360.059309,2840.676144,4787.82533,0.530440629,23221.95703,77188.24219,-134.8013763,149.6119537,-42.39564896,34.9269104,1.630277634,26.1330986,2.908183575,15.85149002,-4.98828125,10.06767654,0.151029766,4.45636797,1.731902599,0.263092101,5.382235527,2.639010191,4.678564548,-1.578457713,5.166971684,-1.926896811,123.046875,0.529182217,mg
crop_030VERONICA.mp3,2,1449.134785,2432.573067,2876.907122,0.449789822,15874.18359,88550.64063,-244.7304382,157.6928253,11.95194054,52.62258911,13.66128922,20.10788918,4.889538288,9.279918671,9.738938332,-0.756651163,0.420549452,2.873456001,-3.388673544,-2.209685326,1.342641354,-3.638446569,-3.310738087,-2.915746689,1.259938598,-2.74037385,103.359375,0.549959562,mg
crop_Dama$Grati$EstosCelos.mp3,0,3942.290753,3366.589732,7950.097942,0.511610687,11385.18652,81864.46875,-166.4072113,105.3756943,-56.3957901,79.67519379,-17.18911552,45.8220253,-5.217867374,11.85862827,10.05821323,-5.633534431,11.81295204,-9.949721336,12.30717087,-6.002002716,9.886836052,0.258806199,-1.730977297,2.381408453,-5.647812843,0.040655538,93.96306818,0.609868102,mg
crop_05DanzaDiFuocoEGhiaccio.mp3,2,2699.007295,3171.78178,6048.032199,0.393887132,15570.88965,86293.38281,-160.1604462,138.2974854,-19.63160133,61.78640366,-14.49674034,22.34934044,-12.1765213,6.771274567,-1.741633415,4.198344707,-0.293755293,0.860552847,0.454922259,-5.606908321,-0.514002621,-9.473179817,-5.119657516,-6.0806427,-0.650951743,-5.666153431,114.84375,0.612784285,mg
crop_01-tool-the_grudge.mp3,2,2711.761462,2777.003595,5329.777087,0.615223587,19251.11328,84257.8125,-121.7706604,147.5072632,-59.65969467,46.72514343,14.6067152,24.21679878,-3.04345417,17.87190056,0.717829704,12.24486256,0.306348383,6.4946661,1.863843322,3.464736938,2.176409006,-3.565865755,-0.060709294,-1.718334436,2.848155975,-2.648667097,132.5120192,0.539874227,mg
